timestamp,alias,is_on,watts,today_wh,school_hours
2026-08-09T00:01:17-05:00,one,1,0.0,1.8,0
2026-08-09T00:01:17-05:00,two,1,0.0,0.0,0
2026-08-09T00:01:17-05:00,three,1,0.0,0.0,0
2026-08-09T00:01:17-05:00,four,1,0.0,0.0,0
2026-08-09T00:06:12-05:00,one,1,0.0,0.0,0
2026-08-09T00:06:12-05:00,two,1,0.0,0.0,0
2026-08-09T00:06:12-05:00,three,1,0.0,0.0,0
2026-08-09T00:06:12-05:00,four,1,0.0,0.0,0
2026-08-09T00:11:12-05:00,one,1,0.0,0.0,0
2026-08-09T00:11:12-05:00,two,1,0.0,0.0,0
2026-08-09T00:11:12-05:00,three,1,0.0,0.0,0
2026-08-09T00:11:12-05:00,four,1,0.0,0.0,0
2026-08-09T00:16:14-05:00,one,1,0.0,0.1,0
2026-08-09T00:16:14-05:00,two,1,0.0,0.0,0
2026-08-09T00:16:14-05:00,three,1,0.0,0.0,0
2026-08-09T00:16:14-05:00,four,1,0.0,0.0,0
2026-08-09T00:21:23-05:00,one,1,0.0,0.1,0
2026-08-09T00:21:23-05:00,two,1,0.0,0.0,0
2026-08-09T00:21:23-05:00,three,1,0.0,0.0,0
2026-08-09T00:21:23-05:00,four,1,0.0,0.0,0
2026-08-09T00:26:12-05:00,one,1,0.0,0.1,0
2026-08-09T00:26:12-05:00,two,1,0.0,0.0,0
2026-08-09T00:26:12-05:00,three,1,0.0,0.0,0
2026-08-09T00:26:12-05:00,four,1,0.0,0.0,0
2026-08-09T00:31:21-05:00,one,1,0.0,0.1,0
2026-08-09T00:31:21-05:00,two,1,0.0,0.0,0
2026-08-09T00:31:21-05:00,three,1,0.0,0.0,0
2026-08-09T00:31:21-05:00,four,1,0.0,0.0,0
2026-08-09T00:36:10-05:00,one,1,0.0,0.1,0
2026-08-09T00:36:10-05:00,two,1,0.0,0.0,0
2026-08-09T00:36:10-05:00,three,1,0.0,0.0,0
2026-08-09T00:36:10-05:00,four,1,0.0,0.0,0
2026-08-09T00:41:14-05:00,one,1,0.0,0.1,0
2026-08-09T00:41:14-05:00,two,1,0.0,0.0,0
2026-08-09T00:41:14-05:00,three,1,0.0,0.0,0
2026-08-09T00:41:14-05:00,four,1,0.0,0.0,0
2026-08-09T00:46:11-05:00,one,1,0.0,0.1,0
2026-08-09T00:46:11-05:00,two,1,0.0,0.0,0
2026-08-09T00:46:11-05:00,three,1,0.0,0.0,0
2026-08-09T00:46:11-05:00,four,1,0.0,0.0,0
2026-08-09T00:51:12-05:00,one,1,0.0,0.1,0
2026-08-09T00:51:12-05:00,two,1,0.0,0.0,0
2026-08-09T00:51:12-05:00,three,1,0.0,0.0,0
2026-08-09T00:51:12-05:00,four,1,0.0,0.0,0
2026-08-09T00:56:13-05:00,one,1,0.0,0.1,0
2026-08-09T00:56:13-05:00,two,1,0.0,0.0,0
2026-08-09T00:56:13-05:00,three,1,0.0,0.0,0
2026-08-09T00:56:13-05:00,four,1,0.0,0.0,0
2026-08-09T01:01:16-05:00,one,1,0.0,0.1,0
2026-08-09T01:01:16-05:00,two,1,0.0,0.0,0
2026-08-09T01:01:16-05:00,three,1,0.0,0.0,0
2026-08-09T01:01:16-05:00,four,1,0.0,0.0,0
2026-08-09T01:06:11-05:00,one,1,0.0,0.1,0
2026-08-09T01:06:11-05:00,two,1,0.0,0.0,0
2026-08-09T01:06:11-05:00,three,1,0.0,0.0,0
2026-08-09T01:06:11-05:00,four,1,0.0,0.0,0
2026-08-09T01:11:29-05:00,one,1,0.0,0.1,0
2026-08-09T01:11:29-05:00,two,1,0.0,0.0,0
2026-08-09T01:11:29-05:00,three,1,0.0,0.0,0
2026-08-09T01:11:29-05:00,four,1,0.0,0.0,0
